"","X","year","schoolcode","Candidates_2013","Passed_2013","Average_Marks_2013","Change_Average_Marks_2013","Band_2013","Rank_2013","Candidates_2014","Passed_2014","Average_Marks_2014","Change_Average_Marks_2014","Band_2014","Rank_2014","Candidates_2012","Passed_2012","Average_Marks_2012","Average_Marks_2011","Change_Average_2012","","Band_2011","Rank_2012","Rank_2011","Candidates_2011","Passed_2011","Schoolname","Identifier","Schoolproject_description","Schoolprojects_Students_Total","Schoolprojects_Boys","Schoolprojects_Girls","Schoolproject_happened","Project_2013","Project_2014","Bonanza_sum","Bonanza_2012","Bonanza_2013","Bonanza_2014","WS1","WS2","WS3","WS4","WS5","WS6","WS7","WS8","WS9","WS10","WS11","WS12","WS13","WS19","WS20","WS21","WS22","WS23","WS24","WS25","WS26","WS27","WS28","WS29","WS30","WS31","WS32","SUM.WORKSHOPS","WS.2010","WS.2011","WS.2012","WS.2013","WS.2014","WS.2015","student_sex_binary","Region","english_grade_numeric","science_grade_numeric","kiswahili_grade_numeric","maarifa_grade_numeric","hisabati_grade_numeric","average_grade_numeric"
"1232",1232,2013,"P2403017",65,44,112.89,NA,6,4297,47,42,129.15,16.26,6,2912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KANYALA  ","GEITAMJIKANYALA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,4,4
"1233",1233,2013,"P2403018",120,89,119.08,NA,6,3152,145,108,115.43,-3.65,6,5244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KASAMWA  ","GEITAMJIKASAMWA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,2,2,5,3
"1234",1234,2013,"P2403019",185,146,122.39,NA,6,2637,204,156,117.88,-4.51,6,4698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIVUKONI  ","GEITAMJIKIVUKONI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,3,3,4,3
"1235",1235,2013,"P2403020",60,36,113.72,NA,6,4126,79,54,115.77,2.05,6,5165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUKARANGA  ","GEITAMJILUKARANGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,3,4,3,3
"1236",1236,2013,"P2403021",36,15,97.89,NA,7,8141,39,19,92.31,-5.58,7,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBABANI  ","GEITAMJIMBABANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,3,3,4,3
"1237",1237,2013,"P2403022",214,176,124.79,NA,6,2350,197,165,124.35,-0.44,6,3548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBUGANI  ","GEITAMJIMBUGANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",1,2,2,2,3,2
"1238",1238,2013,"P2403023",66,54,134.82,NA,5,1472,90,89,153.07,18.25,5,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MGUSU  ","GEITAMJIMGUSU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,2,3,2,3
"1239",1239,2013,"P2403024",151,93,109.56,NA,6,5034,139,81,107.73,-1.83,6,6998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MKOANI  ","GEITAMJIMKOANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,3,3,4,3
"1240",1240,2013,"P2403025",38,10,91.58,NA,7,10082,26,10,97,5.42,7,10098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MKOBA  ","GEITAMJIMKOBA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",0,0,0,0,0,0
"1241",1241,2013,"P2403026",53,25,99.47,NA,7,7667,59,23,97.02,-2.45,7,10097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPOMVU  ","GEITAMJIMPOMVU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,4,4
"1242",1242,2013,"P2403027",132,116,126.76,NA,6,2115,147,103,116.61,-10.15,6,4972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MSETO  ","GEITAMJIMSETO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,2,2,2,4,2
"1243",1243,2013,"P2403028",47,17,96.38,NA,7,8600,26,17,112.65,16.27,6,5821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MSHINDE  ","GEITAMJIMSHINDE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,3,3,4,4
"1244",1244,2013,"P2403029",39,17,98.56,NA,7,7926,42,22,105.05,6.49,7,7742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MWAGIMAGI  ","GEITAMJIMWAGIMAGI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,3,4,4
"1245",1245,2013,"P2403030",160,116,118.89,NA,6,3186,189,146,122.31,3.42,6,3873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MWATULOLE  ","GEITAMJIMWATULOLE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,2,3,2,3,3
"1246",1246,2013,"P2403031",40,32,125.03,NA,6,2323,34,30,134.35,9.32,5,2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MWILIMA  ","GEITAMJIMWILIMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",2,1,1,1,2,1
"1247",1247,2013,"P2403032",13,13,186.31,NA,3,142,18,18,186.61,0.3,3,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOBLE BRIDGE  ","GEITAMJINOBLEBRIDGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",1,3,2,3,2,2
"1248",1248,2013,"P2403033",34,25,112.47,NA,6,4381,33,17,102.55,-9.92,7,8477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYABUBELE  ","GEITAMJINYABUBELE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,3,3,4,3
"1249",1249,2013,"P2403034",46,36,121.41,NA,6,2776,36,23,110.44,-10.97,6,6347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAKABALE  ","GEITAMJINYAKABALE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",0,0,0,0,0,0
"1250",1250,2013,"P2403035",24,7,89.63,NA,7,10676,25,12,93.4,3.77,7,11127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAKAHONGOLA  ","GEITAMJINYAKAHONGOLA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,2,2,2,1,2
"1251",1251,2013,"P2403036",54,29,105.43,NA,7,6041,42,13,90.14,-15.29,7,11981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAKATO  ","GEITAMJINYAKATO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,2,2,4,3
"1252",1252,2013,"P2403037",41,10,85.46,NA,7,11944,27,26,122.56,37.1,6,3824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAMAHUNA  ","GEITAMJINYAMAHUNA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,5,4,4
"1253",1253,2013,"P2403038",48,44,120.15,NA,6,2984,64,56,119,-1.15,6,4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAMALEMBO  ","GEITAMJINYAMALEMBO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,3,3,4,3
"1254",1254,2013,"P2403039",50,34,114.34,NA,6,4008,62,20,88.68,-25.66,7,12331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAMBOGO  ","GEITAMJINYAMBOGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",1,2,1,2,3,2
"1255",1255,2013,"P2403040",82,50,107.76,NA,6,5476,104,48,101.57,-6.19,7,8766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYAMPA  ","GEITAMJINYAMPA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,2,3,3,3
"1256",1256,2013,"P2403041",25,17,109.64,NA,6,5014,35,22,105.31,-4.33,7,7668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYANGUKU  ","GEITAMJINYANGUKU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,4,3,4,4
"1257",1257,2013,"P2403042",100,65,109.49,NA,6,5052,135,80,111.3,1.81,6,6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYANKUMBU  ","GEITAMJINYANKUMBU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,1,2,4,3
"1258",1258,2013,"P2403043",67,40,108.12,NA,6,5376,55,45,119.6,11.48,6,4351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYANTOROTORO  ","GEITAMJINYANTOROTORO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",2,3,3,2,3,2
"1259",1259,2013,"P2403044",208,157,121.57,NA,6,2755,194,152,122.14,0.57,6,3910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYANZA  ","GEITAMJINYANZA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",5,3,3,3,4,4
"1260",1260,2013,"P2403045",48,20,94.25,NA,7,9263,35,7,84.71,-9.54,7,13305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYASEKE  ","GEITAMJINYASEKE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",0,0,0,0,0,0
"1261",1261,2013,"P2403050",12,12,171.92,NA,4,296,5,5,160.2,-11.72,4,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRECIOUS BLOOD","GEITAMJIPRECIOUSBLOOD",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",1,3,2,3,3,2
"1262",1262,2013,"P2403046",26,26,165.38,NA,4,388,21,21,175.19,9.81,4,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RICH HILL  ","GEITAMJIRICHHILL",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",2,3,2,3,4,3
"1263",1263,2013,"P2403047",32,15,98.16,NA,7,8049,38,10,91.66,-6.5,7,11568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHINAMWENDWA  ","GEITAMJISHINAMWENDWA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,3,4,4,4
"1264",1264,2013,"P2403048",44,18,97.27,NA,7,8332,41,13,95.2,-2.07,7,10624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIMBAGUJI  ","GEITAMJISIMBAGUJI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,5,4
"1265",1265,2013,"P2403049",95,65,112.32,NA,6,4414,137,78,106.04,-6.28,6,7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKOMBOZI  ","GEITAMJIUKOMBOZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,3,3,4,3
"1266",1266,2013,"P2403051",10,10,207.7,NA,2,31,37,37,215.24,7.54,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WAJA SPRINGS","GEITAMJIWAJASPRINGS",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",1,1,2,2,2,2
"1267",1267,2013,"P2404001",39,16,95.03,NA,7,9012,46,13,86.96,-8.07,7,12781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMANI  ","GEITAVIJIJINIAMANI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,4,4,4,4
"1268",1268,2013,"P2404002",48,11,85.1,NA,7,12037,51,13,80.8,-4.3,7,14072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUFUNDA  ","GEITAVIJIJINIBUFUNDA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,2,3,5,4
"1269",1269,2013,"P2404003",63,51,121.11,NA,6,2834,79,39,92.84,-28.27,7,11254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUGALAMA  ","GEITAVIJIJINIBUGALAMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,3,3,3,3
"1270",1270,2013,"P2404154",87,40,99.48,NA,7,7662,82,47,102.9,3.42,7,8373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUGANDO  ","GEITAVIJIJINIBUGANDO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,2,3,4,3
"1271",1271,2013,"P2404004",139,51,95.67,NA,7,8814,127,67,104.25,8.58,7,7989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUGOGO  ","GEITAVIJIJINIBUGOGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,5,4
"1272",1272,2013,"P2404005",97,44,96.3,NA,7,8625,89,62,113.75,17.45,6,5593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUGULULA  ","GEITAVIJIJINIBUGULULA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",2,3,3,3,4,3
"1273",1273,2013,"P2404006",90,29,91.2,NA,7,10210,104,25,86.41,-4.79,7,12903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUHANGIZI  ","GEITAVIJIJINIBUHANGIZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,3,4,4,4
"1274",1274,2013,"P2404007",46,17,87.33,NA,7,11403,40,6,76.9,-10.43,8,14738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUKAYAGA  ","GEITAVIJIJINIBUKAYAGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,5,4
"1275",1275,2013,"P2404008",35,23,112.94,NA,6,4280,34,22,115.32,2.38,6,5267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUKONDO  ","GEITAVIJIJINIBUKONDO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,3,3,3,3
"1276",1276,2013,"P2404009",107,40,92.98,NA,7,9635,89,63,113.43,20.45,6,5657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BULIGI  ","GEITAVIJIJINIBULIGI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,2,2,4,3
"1277",1277,2013,"P2404010",50,22,98.52,NA,7,7941,42,30,114.17,15.65,6,5508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUSAKA  ","GEITAVIJIJINIBUSAKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",2,3,2,2,3,3
"1278",1278,2013,"P2404011",38,24,111.76,NA,6,4533,31,30,151.23,39.47,5,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUSANDA  ","GEITAVIJIJINIBUSANDA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,5,4,4,4,4
"1279",1279,2013,"P2404012",55,14,85.04,NA,7,12055,25,22,137.08,52.04,5,2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUSHISHI  ","GEITAVIJIJINIBUSHISHI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,5,4,4,5,4
"1280",1280,2013,"P2404013",54,12,82.63,NA,7,12673,30,18,109.37,26.74,6,6597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUTOBELA  ","GEITAVIJIJINIBUTOBELA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",0,0,0,0,0,0
"1281",1281,2013,"P2404014",40,14,93.63,NA,7,9463,56,36,110.2,16.57,6,6396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUTUNDWE  ","GEITAVIJIJINIBUTUNDWE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,3,3,5,4
"1282",1282,2013,"P2404015",45,20,97.49,NA,7,8275,31,8,90.13,-7.36,7,11986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUTWA  ","GEITAVIJIJINIBUTWA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,4,4
"1283",1283,2013,"P2404016",104,29,88.08,NA,7,11177,144,28,82.66,-5.42,7,13721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUYAGU  ","GEITAVIJIJINIBUYAGU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,3,3,5,4
"1284",1284,2013,"P2404017",76,22,93.3,NA,7,9551,49,17,91.41,-1.89,7,11638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUZANAKI  ","GEITAVIJIJINIBUZANAKI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,3,3,4,4
"1285",1285,2013,"P2404018",79,28,92.76,NA,7,9703,94,40,99.82,7.06,7,9280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BUZIBA  ","GEITAVIJIJINIBUZIBA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",2,2,2,2,3,2
"1286",1286,2013,"P2404161",33,16,105.7,NA,6,5971,36,7,82.22,-23.48,7,13808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWEYA  ","GEITAVIJIJINIBWEYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,4,3,4,3,3
"1287",1287,2013,"P2404019",67,38,104.61,NA,7,6241,37,35,141.7,37.09,5,1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHANIKA  ","GEITAVIJIJINICHANIKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,3,4,4
"1288",1288,2013,"P2404020",43,8,76.05,NA,8,14065,42,29,108.17,32.12,6,6878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHANKORONGO  ","GEITAVIJIJINICHANKORONGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",5,4,4,4,4,4
"1289",1289,2013,"P2404021",25,4,81.04,NA,7,13074,32,27,135.47,54.43,5,2262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHEMAMBA  ","GEITAVIJIJINICHEMAMBA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,4,4,4,4,4
"1290",1290,2013,"P2404022",60,28,100.55,NA,7,7346,52,35,107.79,7.24,6,6987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHIBINGO  ","GEITAVIJIJINICHIBINGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",4,3,3,3,5,4
"1291",1291,2013,"P2404023",53,37,114.57,NA,6,3973,54,32,108.69,-5.88,6,6754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHIGUNGA  ","GEITAVIJIJINICHIGUNGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Geita",3,3,2,3,4,3
